dateTime,A1,A2,A2.1,A3,A4,A5,A6,A7,A8,A9,A10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15
2025-05-24 10:38:20,27,Heterosexual (straight),Male,Cavite,dating,Few times a week,6-12 months,No,,3,Dating,"Ethical Monogamy, Life partner, Long-term relationship",Yes,to build trust,20.0,Selective swiping - I swipe right only on profiles that genuinely catch my interest,i don't like dating someone too old or too young,"Same Age, Different Age",Women,Yes,"to cut the chase, if I swiped right then it means I am interested","I am not their type, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",ghosting,3 - No Impact,3 - No Impact,"you don't have to be too serious in using the app, if they don't vibe or respond to you then just move on"
2025-05-24 10:49:53,22,Heterosexual (straight),Female,Cavite,dating,Few times a month,3-6 months,No,,3,Dating,"Fun, casual dates",No,safety reasons,40.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",i prefer older guys,"Same Interests, Different University/College, Different Degree Program, Different Age, Different Location",Men,No,i prefer getting approached,Matches with people that ghosts or unexpectedly unmatches,doesn't ask questions back,3 - No Impact,3 - No Impact,"some people just use bumble for  ego boosting, they would match with you but wouldn't really talk to "
2025-05-24 13:53:07,20,Heterosexual (straight),Female,Cavite,dating,Few times a month,6-12 months,No,,2,Dating,"Fun, casual dates",Yes,i just want to,20.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",guys my age aren't that good,"Different University/College, Different Degree Program, Different Age, Different Location",Men,No,i do not like making the first move,"Geographic distance, Having similar relationship goals","dry texting, no humor, seem to be uninterested despite swiping",3 - No Impact,5 - Very Positively Improved my self-confidence,not to trust anyone online
2025-05-25 00:47:20,24,Heterosexual (straight),Female,Cavite,meet new people,Few times a week,More than a year,No,,2,Dating,"Fun, casual dates",Yes,no apparent reason,50.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",a simple preference to younger boys but hindi sobrang bata mga 2-3 years,"Same Interests, Different University/College",Men,Yes,it's no big deal to make the first move,"Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches, Not my type",ghosters,3 - No Impact,3 - No Impact,do not take things seriously when using a dating app 
2025-05-25 23:52:08,22,Heterosexual (straight),Female,Cavite,date,Few times a week,6-12 months,No,,2,Dating,"Fun, casual dates",Yes,i feel comortable using my name,60.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",as long as they are not too young or too old,"Same Age, Same Interests",Men,No,i do not like wasting my time on people who don't even want to engage on bumble so i will just wait for someone who really wants to interact,"Geographic distance, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",ang daming makikipagmatch pero di naman makikipagusap kapag nagreply ka ,3 - No Impact,3 - No Impact,people just use dating apps for ego boosting
2025-05-26 00:03:23,21,Heterosexual (straight),Female,Cavite,"socialization, dating",Few times a week,More than a year,No,,3,Dating,"Fun, casual dates",Yes,my name is generic so privacy is not an issue,40.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",different age pero older men,Same Interests,Men,No,i do not like making the first move,"Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",di sila marunong makipagusap ????,3 - No Impact,3 - No Impact,do not take things seriously in bumble kasi iiyak ka lang
2025-05-26 13:22:08,22,Heterosexual (straight),Female,Cavite,i've been working on improving how I carry conversations ,Few times a week,1-3 months,No,,2,Dating,"Fun, casual dates",Yes,they don't know anyway if it's real or fake,80.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",I have a limit of not older or younger than 5 years,Same Interests,Men,Yes, i am practicing my conversation skills so one of the things I'm practicing is how to start a conversation with someone,"Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches",i thought i was a dry texter but it turns out there are people who are worst than me when talking to someone,3 - No Impact,3 - No Impact,"i think the way how people engage in conversations already show if how interested they are with you. so if someone doesn't try enough to get to know you more in chats, then it's a sign that they're probably just talking to you so they can talk about themselves"
2025-05-26 15:37:13,20,Heterosexual (straight),Female,Cavite,curious,Few times a week,1-3 months,No,,2,Dating,"Fun, casual dates",No,safety,100.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",i don't mind either but greater than 5-year difference is too much,Same Interests,Men,Yes,"it's just a message, nothing serious","Matches that don't respond, Not enough matches",they don't know how to carry a conversation,3 - No Impact,3 - No Impact,i don't think anyone is really serious on bumble unless they're already at the part of their life where they are ready to settle
2025-05-27 00:07:45,23,Heterosexual (straight),Male,Laguna,For entertainment,Few times a month,3-6 months,No,,3,Dating,"Ethical Monogamy, Fun, casual dates, Intimacy, without commitment, Life partner, Long-term relationship",Yes,So they can look for my name in other socials,13.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",Same age = can most likely relate with what im talking about,"Same Age, Same Interests",Women,Yes,to make a memorable first impression,"Finding genuine connections, Having similar relationship goals, Matches that don't respond, Not enough matches",Lack of Effort,4 - Somewhat positively improved my social life,4 - Somewhat positively improved my self-confidence,it somehow improved my communication skills and confidence
2025-05-27 04:53:15,21,Heterosexual (straight),Female,Cavite,dating,Few times a week,3-6 months,No,,2,Dating,"Fun, casual dates",Yes,i want to,70.0,"Vibe check - I read bios, interests, photos and other important profile facts before deciding",different age is okay but not too old or too young,Same Interests,Men,No,i don't like getting ignored,"Having similar relationship goals, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches, Not my type","dry kausap, di marunong magtanong pabalik, yung usapan tungkol lang sa kanila, pinipilit ng iba mag-english minsan (pet peeve ko iyon sorry), snobber",3 - No Impact,3 - No Impact,"i don't think Bumble is the appropriate place to look for love, maybe organic dating is still better "
2025-05-27 17:21:36,22,Gay,Male,Laguna,To find a partner for causal dates,Few times a month,More than a year,No,,2,Dating,"Fun, casual dates, Intimacy, without commitment",No,I don’t want them stalking my other socmed accs,4.0,Mood-based swiping - I swipe depending on how I'm feeling at the very moment.,"I only use bumble when I’m bored, hence the mood-based swiping","Same Age, Same Location, Same Interests, Different University/College, Different Degree Program",Men,No,I usually don’t have the energy to start the convo,"Finding genuine connections, Having similar relationship goals, Matches that don't respond, Matches with people that ghosts or unexpectedly unmatches, Not my type",Bland convo,3 - No Impact,3 - No Impact,Not everything on the bumble is true. 
